Timestamp,Raw,Voltage,Label
2025-09-25T19:38:49.545120,710,0.572,Grip
2025-09-25T19:38:49.646276,2032,1.638,Grip
2025-09-25T19:38:49.745088,734,0.592,Grip
2025-09-25T19:38:49.845151,769,0.62,Grip
2025-09-25T19:38:49.945101,831,0.67,Grip
2025-09-25T19:38:50.044080,54,0.044,Grip
2025-09-25T19:38:50.145151,650,0.524,Grip
2025-09-25T19:38:50.245124,283,0.228,Grip
2025-09-25T19:38:50.345176,539,0.434,Grip
2025-09-25T19:38:50.445097,624,0.503,Grip
2025-09-25T19:38:50.544303,11,0.009,Grip
2025-09-25T19:38:50.644150,16,0.013,Grip
2025-09-25T19:38:50.743143,0,0.0,Grip
2025-09-25T19:38:50.845101,687,0.554,Grip
2025-09-25T19:38:50.943055,0,0.0,Grip
2025-09-25T19:38:51.045189,821,0.662,Grip
2025-09-25T19:38:51.145079,798,0.643,Grip
2025-09-25T19:38:51.246168,1351,1.089,Grip
2025-09-25T19:38:51.346239,2866,2.31,Grip
2025-09-25T19:38:51.446238,1152,0.928,Grip
2025-09-25T19:38:51.546163,4095,3.3,Grip
2025-09-25T19:38:51.642989,0,0.0,Grip
2025-09-25T19:38:51.745102,290,0.234,Grip
2025-09-25T19:38:51.846242,4095,3.3,Grip
2025-09-25T19:38:51.946108,2753,2.219,Grip
2025-09-25T19:38:52.045174,397,0.32,Grip
2025-09-25T19:38:52.146100,4095,3.3,Grip
2025-09-25T19:38:52.246262,2149,1.732,Grip
2025-09-25T19:38:52.345114,763,0.615,Grip
2025-09-25T19:38:52.445146,649,0.523,Grip
2025-09-25T19:38:52.546131,1069,0.861,Grip
2025-09-25T19:38:52.643019,0,0.0,Grip
2025-09-25T19:38:52.743040,0,0.0,Grip
2025-09-25T19:38:52.845134,479,0.386,Grip
2025-09-25T19:38:52.946236,2304,1.857,Grip
2025-09-25T19:38:53.046102,1488,1.199,Grip
2025-09-25T19:38:53.143007,0,0.0,Grip
2025-09-25T19:38:53.246102,2736,2.205,Grip
2025-09-25T19:38:53.345094,501,0.404,Grip
2025-09-25T19:38:53.444253,45,0.036,Grip
2025-09-25T19:38:53.546117,4095,3.3,Grip
2025-09-25T19:38:53.646095,2693,2.17,Grip
2025-09-25T19:38:53.745113,587,0.473,Grip
2025-09-25T19:38:53.846311,2951,2.378,Grip
2025-09-25T19:38:53.946197,1819,1.466,Grip
2025-09-25T19:38:54.046111,1535,1.237,Grip
2025-09-25T19:38:54.146097,4095,3.3,Grip
2025-09-25T19:38:54.246126,1377,1.11,Grip
2025-09-25T19:38:54.346092,4095,3.3,Grip
2025-09-25T19:38:54.443031,0,0.0,Grip
2025-09-25T19:38:54.546091,1981,1.596,Grip
2025-09-25T19:38:54.646239,3184,2.566,Grip
2025-09-25T19:38:54.745087,569,0.459,Grip
2025-09-25T19:38:54.846240,2612,2.105,Grip
2025-09-25T19:38:54.945246,717,0.578,Grip
2025-09-25T19:38:55.045198,970,0.782,Grip
2025-09-25T19:38:55.143130,0,0.0,Grip
2025-09-25T19:38:55.245161,240,0.193,Grip
2025-09-25T19:38:55.345224,304,0.245,Grip
2025-09-25T19:38:55.445089,823,0.663,Grip
2025-09-25T19:38:55.545224,275,0.222,Grip
2025-09-25T19:38:55.645134,115,0.093,Grip
2025-09-25T19:38:55.745084,783,0.631,Grip
2025-09-25T19:38:55.844120,80,0.064,Grip
2025-09-25T19:38:55.945117,963,0.776,Grip
2025-09-25T19:38:56.043133,0,0.0,Grip
2025-09-25T19:38:56.143137,0,0.0,Grip
2025-09-25T19:38:56.246093,2812,2.266,Grip
2025-09-25T19:38:56.345083,699,0.563,Grip
2025-09-25T19:38:56.446173,1019,0.821,Grip
2025-09-25T19:38:56.545085,937,0.755,Grip
2025-09-25T19:38:56.645091,606,0.488,Grip
2025-09-25T19:38:56.746352,1155,0.931,Grip
2025-09-25T19:38:56.846095,1162,0.936,Grip
2025-09-25T19:38:56.946246,4095,3.3,Grip
2025-09-25T19:38:57.046211,1037,0.836,Grip
2025-09-25T19:38:57.144070,50,0.04,Grip
2025-09-25T19:38:57.245091,714,0.575,Grip
2025-09-25T19:38:57.346091,2698,2.174,Grip
2025-09-25T19:38:57.445082,286,0.23,Grip
2025-09-25T19:38:57.544171,78,0.063,Grip
2025-09-25T19:38:57.645219,219,0.176,Grip
2025-09-25T19:38:57.746102,4095,3.3,Grip
2025-09-25T19:38:57.845077,228,0.184,Grip
2025-09-25T19:38:57.944110,32,0.026,Grip
2025-09-25T19:38:58.044077,22,0.018,Grip
2025-09-25T19:38:58.145115,843,0.679,Grip
2025-09-25T19:38:58.243122,3,0.002,Grip
2025-09-25T19:38:58.345079,320,0.258,Grip
2025-09-25T19:38:58.445100,249,0.201,Grip
2025-09-25T19:38:58.544107,43,0.035,Grip
2025-09-25T19:38:58.646095,2917,2.351,Grip
2025-09-25T19:38:58.745080,179,0.144,Grip
2025-09-25T19:38:58.846239,2011,1.621,Grip
2025-09-25T19:38:58.945149,849,0.684,Grip
2025-09-25T19:38:59.045217,575,0.463,Grip
2025-09-25T19:38:59.145154,189,0.152,Grip
2025-09-25T19:38:59.246092,1023,0.824,Grip
2025-09-25T19:38:59.345081,113,0.091,Grip
2025-09-25T19:38:59.445320,497,0.401,Grip
2025-09-25T19:38:59.545592,336,0.271,Grip
2025-09-25T19:38:59.646098,1493,1.203,Grip
2025-09-25T19:38:59.745077,896,0.722,Grip
2025-09-25T19:38:59.845219,784,0.632,Grip
2025-09-25T19:38:59.945074,304,0.245,Grip
2025-09-25T19:39:00.046237,3147,2.536,Grip
2025-09-25T19:39:00.145082,305,0.246,Grip
2025-09-25T19:39:00.246274,1434,1.156,Grip
2025-09-25T19:39:00.346127,4095,3.3,Grip
2025-09-25T19:39:00.446124,1013,0.816,Grip
2025-09-25T19:39:00.545169,892,0.719,Grip
2025-09-25T19:39:00.644064,87,0.07,Grip
2025-09-25T19:39:00.746118,2327,1.875,Grip
2025-09-25T19:39:00.845232,372,0.3,Grip
2025-09-25T19:39:00.945230,537,0.433,Grip
2025-09-25T19:39:01.045282,752,0.606,Grip
2025-09-25T19:39:01.145261,873,0.704,Grip
2025-09-25T19:39:01.246110,3568,2.875,Grip
2025-09-25T19:39:01.346115,2173,1.751,Grip
2025-09-25T19:39:01.445263,386,0.311,Grip
2025-09-25T19:39:01.546235,2113,1.703,Grip
2025-09-25T19:39:01.646117,3115,2.51,Grip
2025-09-25T19:39:01.746230,1296,1.044,Grip
2025-09-25T19:39:01.846121,2137,1.722,Grip
2025-09-25T19:39:01.945190,623,0.502,Grip
2025-09-25T19:39:02.046259,1023,0.824,Grip
2025-09-25T19:39:02.144055,78,0.063,Grip
2025-09-25T19:39:02.246228,2179,1.756,Grip
2025-09-25T19:39:02.343164,0,0.0,Grip
2025-09-25T19:39:02.446194,2753,2.219,Grip
2025-09-25T19:39:02.545152,409,0.33,Grip
2025-09-25T19:39:02.645173,271,0.218,Grip
2025-09-25T19:39:02.743235,0,0.0,Grip
2025-09-25T19:39:02.846134,1099,0.886,Grip
2025-09-25T19:39:02.943171,0,0.0,Grip
2025-09-25T19:39:03.045177,428,0.345,Grip
2025-09-25T19:39:03.144047,33,0.027,Grip
2025-09-25T19:39:03.245206,129,0.104,Grip
2025-09-25T19:39:03.344224,43,0.035,Grip
2025-09-25T19:39:03.446319,2224,1.792,Grip
2025-09-25T19:39:03.545076,705,0.568,Grip
2025-09-25T19:39:03.643395,0,0.0,Grip
2025-09-25T19:39:03.745069,193,0.156,Grip
2025-09-25T19:39:03.846208,4095,3.3,Grip
2025-09-25T19:39:03.945106,616,0.496,Grip
2025-09-25T19:39:04.046138,1697,1.368,Grip
2025-09-25T19:39:04.145190,283,0.228,Grip
2025-09-25T19:39:04.245215,139,0.112,Grip
2025-09-25T19:39:04.346239,1646,1.326,Grip
2025-09-25T19:39:04.445193,425,0.342,Grip
2025-09-25T19:39:04.545176,927,0.747,Grip
2025-09-25T19:39:04.645110,375,0.302,Grip
2025-09-25T19:39:04.745084,357,0.288,Grip
2025-09-25T19:39:04.845078,346,0.279,Grip
2025-09-25T19:39:04.944055,21,0.017,Grip
2025-09-25T19:39:05.043068,0,0.0,Grip
2025-09-25T19:39:05.144109,76,0.061,Grip
2025-09-25T19:39:05.245129,793,0.639,Grip
2025-09-25T19:39:05.346347,1236,0.996,Grip
2025-09-25T19:39:05.445068,956,0.77,Grip
2025-09-25T19:39:05.545170,685,0.552,Grip
2025-09-25T19:39:05.646117,3797,3.06,Grip
2025-09-25T19:39:05.742974,0,0.0,Grip
2025-09-25T19:39:05.846310,1439,1.16,Grip
2025-09-25T19:39:05.945079,923,0.744,Grip
2025-09-25T19:39:06.045266,811,0.654,Grip
2025-09-25T19:39:06.145078,866,0.698,Grip
2025-09-25T19:39:06.243033,0,0.0,Grip
2025-09-25T19:39:06.345081,461,0.372,Grip
2025-09-25T19:39:06.445291,182,0.147,Grip
2025-09-25T19:39:06.544058,45,0.036,Grip
2025-09-25T19:39:06.643055,0,0.0,Grip
2025-09-25T19:39:06.745066,333,0.268,Grip
2025-09-25T19:39:06.846146,1217,0.981,Grip
2025-09-25T19:39:06.942906,0,0.0,Grip
2025-09-25T19:39:07.045079,726,0.585,Grip
2025-09-25T19:39:07.145177,511,0.412,Grip
2025-09-25T19:39:07.243068,0,0.0,Grip
2025-09-25T19:39:07.346280,1098,0.885,Grip
2025-09-25T19:39:07.445146,587,0.473,Grip
2025-09-25T19:39:07.545173,484,0.39,Grip
2025-09-25T19:39:07.645291,222,0.179,Grip
2025-09-25T19:39:07.745078,329,0.265,Grip
2025-09-25T19:39:07.845163,607,0.489,Grip
2025-09-25T19:39:07.945213,208,0.168,Grip
2025-09-25T19:39:08.043009,0,0.0,Grip
2025-09-25T19:39:08.145163,631,0.508,Grip
2025-09-25T19:39:08.246091,1381,1.113,Grip
2025-09-25T19:39:08.345117,481,0.388,Grip
2025-09-25T19:39:08.446229,1290,1.04,Grip
2025-09-25T19:39:08.544096,16,0.013,Grip
2025-09-25T19:39:08.646243,1181,0.952,Grip
2025-09-25T19:39:08.745184,607,0.489,Grip
2025-09-25T19:39:08.846235,1746,1.407,Grip
2025-09-25T19:39:08.946097,2403,1.936,Grip
2025-09-25T19:39:09.045088,768,0.619,Grip
2025-09-25T19:39:09.146134,2602,2.097,Grip
2025-09-25T19:39:09.244866,88,0.071,Grip
2025-09-25T19:39:09.346093,2064,1.663,Grip
2025-09-25T19:39:09.445258,581,0.468,Grip
2025-09-25T19:39:09.546098,1232,0.993,Grip
2025-09-25T19:39:09.646183,4095,3.3,Grip
2025-09-25T19:39:09.746273,1392,1.122,Grip
2025-09-25T19:39:09.845217,545,0.439,Grip
2025-09-25T19:39:09.946265,4095,3.3,Grip
2025-09-25T19:39:10.046139,1953,1.574,Grip
2025-09-25T19:39:10.145091,317,0.255,Grip
2025-09-25T19:39:10.246104,3450,2.78,Grip
2025-09-25T19:39:10.346235,4095,3.3,Grip
2025-09-25T19:39:10.442991,0,0.0,Grip
2025-09-25T19:39:10.546091,1616,1.302,Grip
2025-09-25T19:39:10.646150,1462,1.178,Grip
2025-09-25T19:39:10.746199,4095,3.3,Grip
2025-09-25T19:39:10.846173,1255,1.011,Grip
2025-09-25T19:39:10.946320,2879,2.32,Grip
2025-09-25T19:39:11.045136,436,0.351,Grip
2025-09-25T19:39:11.146091,2047,1.65,Grip
2025-09-25T19:39:11.245075,491,0.396,Grip
2025-09-25T19:39:11.346115,1243,1.002,Grip
2025-09-25T19:39:11.445087,288,0.232,Grip
2025-09-25T19:39:11.546359,2001,1.613,Grip
2025-09-25T19:39:11.645073,549,0.442,Grip
2025-09-25T19:39:11.746180,3008,2.424,Grip
2025-09-25T19:39:11.842998,0,0.0,Grip
2025-09-25T19:39:11.945168,503,0.405,Grip
2025-09-25T19:39:12.045138,444,0.358,Grip
2025-09-25T19:39:12.145080,471,0.38,Grip
2025-09-25T19:39:12.242928,0,0.0,Grip
2025-09-25T19:39:12.343021,0,0.0,Grip
2025-09-25T19:39:12.445082,381,0.307,Grip
2025-09-25T19:39:12.542918,0,0.0,Grip
2025-09-25T19:39:12.643247,7,0.006,Grip
2025-09-25T19:39:12.746094,1434,1.156,Grip
2025-09-25T19:39:12.845148,697,0.562,Grip
2025-09-25T19:39:12.942911,0,0.0,Grip
2025-09-25T19:39:13.046245,1904,1.534,Grip
2025-09-25T19:39:13.145175,413,0.333,Grip
2025-09-25T19:39:13.245085,661,0.533,Grip
2025-09-25T19:39:13.346093,2288,1.844,Grip
2025-09-25T19:39:13.445081,208,0.168,Grip
2025-09-25T19:39:13.545043,719,0.579,Grip
2025-09-25T19:39:13.645080,999,0.805,Grip
2025-09-25T19:39:13.746176,1397,1.126,Grip
2025-09-25T19:39:13.843130,0,0.0,Grip
2025-09-25T19:39:13.946256,1280,1.032,Grip
2025-09-25T19:39:14.043065,0,0.0,Grip
2025-09-25T19:39:14.145074,639,0.515,Grip
2025-09-25T19:39:14.243005,0,0.0,Grip
2025-09-25T19:39:14.345042,142,0.114,Grip
2025-09-25T19:39:14.443164,0,0.0,Grip
2025-09-25T19:39:14.545135,240,0.193,Grip
2025-09-25T19:39:14.642907,0,0.0,Grip
2025-09-25T19:39:14.744037,21,0.017,Grip
2025-09-25T19:39:14.843146,0,0.0,Grip
2025-09-25T19:39:14.945058,208,0.168,Grip
2025-09-25T19:39:15.045048,575,0.463,Grip
2025-09-25T19:39:15.145185,315,0.254,Grip
2025-09-25T19:39:15.245155,315,0.254,Grip
2025-09-25T19:39:15.342910,0,0.0,Grip
2025-09-25T19:39:15.445043,829,0.668,Grip
2025-09-25T19:39:15.545184,656,0.529,Grip
2025-09-25T19:39:15.642969,0,0.0,Grip
2025-09-25T19:39:15.745225,210,0.169,Grip
2025-09-25T19:39:15.845049,314,0.253,Grip
2025-09-25T19:39:15.942984,0,0.0,Grip
2025-09-25T19:39:16.045169,187,0.151,Grip
2025-09-25T19:39:16.146346,2006,1.617,Grip
2025-09-25T19:39:16.246191,1622,1.307,Grip
2025-09-25T19:39:16.346239,3031,2.443,Grip
2025-09-25T19:39:16.445269,848,0.683,Grip
2025-09-25T19:39:16.542913,0,0.0,Grip
2025-09-25T19:39:16.645085,507,0.409,Grip
2025-09-25T19:39:16.745066,944,0.761,Grip
2025-09-25T19:39:16.845184,476,0.384,Grip
2025-09-25T19:39:16.945057,175,0.141,Grip
2025-09-25T19:39:17.046066,4095,3.3,Grip
2025-09-25T19:39:17.145042,545,0.439,Grip
2025-09-25T19:39:17.246091,1200,0.967,Grip
2025-09-25T19:39:17.346153,1183,0.953,Grip
2025-09-25T19:39:17.446231,2556,2.06,Grip
2025-09-25T19:39:17.545073,115,0.093,Grip
2025-09-25T19:39:17.646232,2191,1.766,Grip
2025-09-25T19:39:17.745275,334,0.269,Grip
2025-09-25T19:39:17.846230,1945,1.567,Grip
2025-09-25T19:39:17.944124,19,0.015,Grip
2025-09-25T19:39:18.045089,304,0.245,Grip
2025-09-25T19:39:18.142925,0,0.0,Grip
2025-09-25T19:39:18.246116,2219,1.788,Grip
2025-09-25T19:39:18.346134,1657,1.335,Grip
2025-09-25T19:39:18.443041,0,0.0,Grip
2025-09-25T19:39:18.544210,61,0.049,Grip
2025-09-25T19:39:18.645334,720,0.58,Grip
2025-09-25T19:39:18.745069,705,0.568,Grip
2025-09-25T19:39:18.846744,4095,3.3,Grip
2025-09-25T19:39:18.943146,0,0.0,Grip
2025-09-25T19:39:19.045107,233,0.188,Grip
2025-09-25T19:39:19.145296,133,0.107,Grip
2025-09-25T19:39:19.245043,845,0.681,Grip
2025-09-25T19:39:19.343045,0,0.0,Grip
2025-09-25T19:39:19.446219,2887,2.327,Grip
2025-09-25T19:39:19.545193,464,0.374,Grip
2025-09-25T19:39:19.646229,1137,0.916,Grip
2025-09-25T19:39:19.745204,566,0.456,Grip
2025-09-25T19:39:19.846106,2165,1.745,Grip
2025-09-25T19:39:19.945263,993,0.8,Grip
2025-09-25T19:39:20.045042,407,0.328,Grip
2025-09-25T19:39:20.146076,4095,3.3,Grip
2025-09-25T19:39:20.243046,0,0.0,Grip
2025-09-25T19:39:20.345182,580,0.467,Grip
2025-09-25T19:39:20.442944,0,0.0,Grip
2025-09-25T19:39:20.545043,169,0.136,Grip
2025-09-25T19:39:20.646094,1418,1.143,Grip
2025-09-25T19:39:20.745157,598,0.482,Grip
2025-09-25T19:39:20.843146,0,0.0,Grip
2025-09-25T19:39:20.945097,545,0.439,Grip
2025-09-25T19:39:21.044059,82,0.066,Grip
2025-09-25T19:39:21.146276,2059,1.659,Grip
2025-09-25T19:39:21.245376,431,0.347,Grip
2025-09-25T19:39:21.345271,624,0.503,Grip
2025-09-25T19:39:21.444132,58,0.047,Grip
2025-09-25T19:39:21.545060,123,0.099,Grip
2025-09-25T19:39:21.645027,162,0.131,Grip
2025-09-25T19:39:21.745169,155,0.125,Grip
2025-09-25T19:39:21.846087,3102,2.5,Grip
2025-09-25T19:39:21.946207,1439,1.16,Grip
2025-09-25T19:39:22.046194,1520,1.225,Grip
2025-09-25T19:39:22.145357,263,0.212,Grip
2025-09-25T19:39:22.245167,846,0.682,Grip
2025-09-25T19:39:22.343050,0,0.0,Grip
2025-09-25T19:39:22.445101,383,0.309,Grip
2025-09-25T19:39:22.542921,0,0.0,Grip
2025-09-25T19:39:22.646119,1154,0.93,Grip
2025-09-25T19:39:22.745171,256,0.206,Grip
2025-09-25T19:39:22.846235,4095,3.3,Grip
2025-09-25T19:39:22.945160,896,0.722,Grip
2025-09-25T19:39:23.043991,93,0.075,Grip
2025-09-25T19:39:23.145225,124,0.1,Grip
2025-09-25T19:39:23.245000,0,0.0,Grip
2025-09-25T19:39:23.343139,0,0.0,Grip
2025-09-25T19:39:23.446385,1057,0.852,Grip
2025-09-25T19:39:23.543003,0,0.0,Grip
2025-09-25T19:39:23.643164,0,0.0,Grip
2025-09-25T19:39:23.742927,0,0.0,Grip
2025-09-25T19:39:23.843024,0,0.0,Grip
2025-09-25T19:39:23.943131,0,0.0,Grip
2025-09-25T19:39:24.042975,0,0.0,Grip
2025-09-25T19:39:24.143038,0,0.0,Grip
2025-09-25T19:39:24.245048,580,0.467,Grip
2025-09-25T19:39:24.345047,673,0.542,Grip
2025-09-25T19:39:24.445033,176,0.142,Grip
2025-09-25T19:39:24.546144,1858,1.497,Grip
2025-09-25T19:39:24.645152,475,0.383,Grip
2025-09-25T19:39:24.745292,279,0.225,Grip
2025-09-25T19:39:24.845286,730,0.588,Grip
2025-09-25T19:39:24.943052,0,0.0,Grip
2025-09-25T19:39:25.043140,0,0.0,Grip
2025-09-25T19:39:25.145292,547,0.441,Grip
2025-09-25T19:39:25.243155,0,0.0,Grip
2025-09-25T19:39:25.345062,313,0.252,Grip
2025-09-25T19:39:25.445194,295,0.238,Grip
2025-09-25T19:39:25.546214,1047,0.844,Grip
2025-09-25T19:39:25.645150,978,0.788,Grip
2025-09-25T19:39:25.743046,0,0.0,Grip
2025-09-25T19:39:25.845289,511,0.412,Grip
2025-09-25T19:39:25.945275,442,0.356,Grip
2025-09-25T19:39:26.046111,2021,1.629,Grip
2025-09-25T19:39:26.146269,3055,2.462,Grip
2025-09-25T19:39:26.245120,465,0.375,Grip
2025-09-25T19:39:26.345546,548,0.442,Grip
2025-09-25T19:39:26.445076,419,0.338,Grip
2025-09-25T19:39:26.545268,559,0.45,Grip
2025-09-25T19:39:26.642928,0,0.0,Grip
2025-09-25T19:39:26.745198,582,0.469,Grip
2025-09-25T19:39:26.845238,256,0.206,Grip
2025-09-25T19:39:26.946143,1972,1.589,Grip
2025-09-25T19:39:27.043047,0,0.0,Grip
2025-09-25T19:39:27.146094,2215,1.785,Grip
2025-09-25T19:39:27.245153,897,0.723,Grip
2025-09-25T19:39:27.345086,304,0.245,Grip
2025-09-25T19:39:27.442972,0,0.0,Grip
2025-09-25T19:39:27.544020,69,0.056,Grip
2025-09-25T19:39:27.646076,2413,1.945,Grip
2025-09-25T19:39:27.745186,272,0.219,Grip
2025-09-25T19:39:27.843049,0,0.0,Grip
2025-09-25T19:39:27.942979,0,0.0,Grip
2025-09-25T19:39:28.044173,46,0.037,Grip
2025-09-25T19:39:28.143030,0,0.0,Grip
2025-09-25T19:39:28.243192,0,0.0,Grip
2025-09-25T19:39:28.345183,561,0.452,Grip
2025-09-25T19:39:28.442917,0,0.0,Grip
2025-09-25T19:39:28.542997,0,0.0,Grip
2025-09-25T19:39:28.642894,0,0.0,Grip
2025-09-25T19:39:28.745167,574,0.463,Grip
2025-09-25T19:39:28.843094,0,0.0,Grip
2025-09-25T19:39:28.943104,2,0.002,Grip
2025-09-25T19:39:29.042880,0,0.0,Grip
2025-09-25T19:39:29.145268,146,0.118,Grip
2025-09-25T19:39:29.243028,0,0.0,Grip
2025-09-25T19:39:29.342910,0,0.0,Grip
2025-09-25T19:39:29.442921,0,0.0,Grip
2025-09-25T19:39:29.545187,766,0.617,Grip
2025-09-25T19:39:29.645123,673,0.542,Grip
2025-09-25T19:39:29.742895,0,0.0,Grip
2025-09-25T19:39:29.842881,0,0.0,Grip
2025-09-25T19:39:29.943171,0,0.0,Grip
2025-09-25T19:39:30.042966,0,0.0,Grip
2025-09-25T19:39:30.142931,0,0.0,Grip
2025-09-25T19:39:30.242949,0,0.0,Grip
2025-09-25T19:39:30.345279,418,0.337,Grip
2025-09-25T19:39:30.442879,0,0.0,Grip
2025-09-25T19:39:30.544137,46,0.037,Grip
2025-09-25T19:39:30.644116,36,0.029,Grip
2025-09-25T19:39:30.746106,1803,1.453,Grip
2025-09-25T19:39:30.843015,0,0.0,Grip
2025-09-25T19:39:30.945159,268,0.216,Grip
2025-09-25T19:39:31.043109,0,0.0,Grip
2025-09-25T19:39:31.146068,2335,1.882,Grip
2025-09-25T19:39:31.244088,65,0.052,Grip
2025-09-25T19:39:31.343007,0,0.0,Grip
2025-09-25T19:39:31.443024,0,0.0,Grip
2025-09-25T19:39:31.546159,1232,0.993,Grip
2025-09-25T19:39:31.643005,0,0.0,Grip
2025-09-25T19:39:31.742917,0,0.0,Grip
2025-09-25T19:39:31.842983,0,0.0,Grip
2025-09-25T19:39:31.946085,3215,2.591,Grip
2025-09-25T19:39:32.045155,887,0.715,Grip
2025-09-25T19:39:32.144109,64,0.052,Grip
2025-09-25T19:39:32.245021,976,0.787,Grip
2025-09-25T19:39:32.345067,159,0.128,Grip
2025-09-25T19:39:32.443029,0,0.0,Grip
2025-09-25T19:39:32.543002,0,0.0,Grip
2025-09-25T19:39:32.645118,306,0.247,Grip
2025-09-25T19:39:32.746109,1356,1.093,Grip
2025-09-25T19:39:32.842922,0,0.0,Grip
2025-09-25T19:39:32.942872,0,0.0,Grip
2025-09-25T19:39:33.045239,465,0.375,Grip
2025-09-25T19:39:33.145276,761,0.613,Grip
2025-09-25T19:39:33.245173,943,0.76,Grip
2025-09-25T19:39:33.343097,0,0.0,Grip
2025-09-25T19:39:33.446294,1295,1.044,Grip
2025-09-25T19:39:33.543152,0,0.0,Grip
2025-09-25T19:39:33.642911,0,0.0,Grip
2025-09-25T19:39:33.743069,0,0.0,Grip
2025-09-25T19:39:33.843222,0,0.0,Grip
2025-09-25T19:39:33.943123,0,0.0,Grip
2025-09-25T19:39:34.045077,109,0.088,Grip
2025-09-25T19:39:34.146285,4095,3.3,Grip
2025-09-25T19:39:34.246331,1072,0.864,Grip
2025-09-25T19:39:34.346348,1611,1.298,Grip
